"","names","IsWinner","Year","followers","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","tempo","time_signature","valence"
"553","Long Time Comin' - John Hiatt",0,2014,202880,0.592,0.649,252093,0.419,0.532,"4",0.0833,-9.583,"1",99.018,"4",0.264
"554","If Today Was Your Last Day - Nickelback",0,2008,6339797,8.67e-05,0.485,249067,0.911,0,"3",0.092,-5.749,"1",89.956,"4",0.568
"555","Wish I Could Forget (with blackbear & Bring Me The Horizon) - Bring Me The Horizon",0,2023,4856358,0.01,0.589,206000,0.699,0,"2",0.0925,-4.975,"0",119.926,"4",0.171
"556","Peer Pressure - James Bay",0,2019,3902405,0.0299,0.631,176827,0.715,0,"1",0.122,-6.083,"0",135.826,"4",0.42
"557","Nobody - Avenged Sevenfold",0,2023,6262809,0.000908,0.353,353987,0.677,2.91e-06,"7",0.276,-8.159,"1",73.762,"4",0.222
"558","Thinking of a Place - The War On Drugs",0,2017,883576,0.385,0.481,670667,0.632,0.0817,"11",0.116,-7.117,"1",103.323,"4",0.156
"559","The Book Of Love - Peter Gabriel",0,2010,1534859,0.812,0.147,232613,0.14,5.05e-05,"8",0.0953,-15.178,"1",172.408,"3",0.195
"560","Ocean Breathes Salty - Modest Mouse",0,2004,1382899,0.0407,0.646,224333,0.964,3.65e-06,"7",0.293,-3.177,"1",95.479,"4",0.747
"561","Nightmare - Avenged Sevenfold",0,2010,6262809,0.000318,0.554,374453,0.949,9.98e-05,"2",0.2,-4.928,"1",129.984,"4",0.233
"562","My Immortal - Evanescence",0,2003,3873075,0.863,0.19,262533,0.265,0,"9",0.134,-9.206,"1",79.012,"4",0.101
"563","Petals - Hole",0,1998,1005549,5.18e-05,0.449,329240,0.824,0.0337,"4",0.368,-6.567,"0",114.907,"4",0.223
"564","Holiday - Green Day",0,2017,14066349,0.000143,0.552,232680,0.89,0,"8",0.888,-3.409,"1",146.525,"4",0.716
"565","Living Proof - The War On Drugs",0,2021,883576,0.892,0.604,293867,0.157,0.169,"9",0.113,-14.174,"1",116.032,"4",0.126
"566","Uprising - Muse",0,2009,7517585,0.000202,0.602,304840,0.905,0.064,"2",0.117,-4.046,"1",128.019,"4",0.411
"567","Just Like Anyone - Soul Asylum",0,1995,570643,0.000513,0.495,167467,0.718,3.81e-06,"7",0.243,-6.485,"1",134.328,"4",0.431
"568","Two - Ryan Adams",0,2007,560455,0.0947,0.6,158293,0.507,5.67e-06,"9",0.308,-6.429,"1",153.03,"4",0.616
"569","Campfire (with DRAM & Neil Young) - Neil Young",0,2017,2756298,0.00284,0.676,220240,0.803,0,"7",0.138,-5.457,"1",125.053,"4",0.34
"570","Cryin' Like A Bitch!! - Godsmack",0,2010,2965069,7.19e-05,0.543,201667,0.808,0.00336,"10",0.114,-5.484,"1",95.19,"4",0.472
"571","Lost In The Dream - The War On Drugs",0,2014,883576,0.423,0.607,249467,0.381,0.0143,"7",0.128,-11.114,"1",112.528,"4",0.416
"572","Missed the Boat - Modest Mouse",0,2007,1382899,0.0697,0.71,264813,0.698,0,"2",0.478,-5.797,"1",104.007,"4",0.852
"573","Talk & Walk - Mammoth WVH",0,2022,87041,5.31e-05,0.497,275494,0.985,0.000742,"11",0.115,-3.461,"0",140.023,"4",0.318
"574","Let 'em Burn - NOTHING MORE",0,2017,376861,0.000122,0.54,235853,0.966,0.000626,"10",0.391,-3.884,"0",94.986,"4",0.521
"575","You Can Get It - K.Flay",0,2021,525860,0.0456,0.525,176709,0.957,4.41e-06,"11",0.587,-4.996,"1",170.059,"4",0.652
"576","Aneurysm (with Kim Gordon & Pat Smear) - Live - Krist Novoselic",0,2018,6274,0.000102,0.229,289527,0.947,0.715,"6",0.825,-7.176,"1",136.56,"4",0.178
"577","This Life - Vampire Weekend",0,2019,1856043,0.228,0.62,268600,0.712,3.39e-06,"9",0.0561,-6.434,"1",170.234,"4",0.83
"578","My Hero - Foo Fighters",0,1997,10992790,6.2e-05,0.398,260027,0.927,0.000177,"9",0.0575,-4.212,"1",77.106,"4",0.311
"579","Bright Lights - Matchbox Twenty",0,2002,2350118,0.0134,0.319,234427,0.732,0,"4",0.658,-4.475,"1",80.195,"4",0.2
"580","Don't Back Down - Mammoth WVH",0,2021,87041,3.66e-05,0.5,225840,0.93,0.000534,"7",0.101,-4.556,"1",139.982,"4",0.437
"581","Life After You - Daughtry",0,2009,2026864,0.0534,0.434,206413,0.764,0,"5",0.437,-3.45,"1",51.316,"4",0.309
"582","One Way Out - Melissa Etheridge",0,2021,432743,0.00653,0.444,243697,0.887,0.0529,"7",0.329,-4.384,"1",97.861,"4",0.406
"583","Worth A Shot (feat. Dierks Bentley) - Elle King",0,2023,558167,0.00441,0.486,211920,0.808,0.00123,"0",0.117,-4.92,"1",79.945,"4",0.406
"584","Don't Owe You a Thang - Gary Clark Jr.",0,2011,868777,0.0149,0.445,215867,0.966,0.000915,"2",0.164,-3.751,"1",109.482,"4",0.321
"585","Light My Love - Greta Van Fleet",0,2021,2341237,0.1,0.374,270887,0.778,0.199,"5",0.107,-4.466,"1",133.85,"3",0.484
"586","Supersonic - Remastered - Oasis",0,1994,8744140,6.31e-05,0.359,283787,0.913,0.0121,"9",0.0954,-2.865,"1",104.058,"4",0.589
"587","Dead Souls - From ""The Crow"" Soundtrack - Nine Inch Nails",0,1994,2320669,0.00143,0.528,293133,0.877,0.714,"5",0.0997,-7.069,"0",99.19,"4",0.64
"588","Blue Orchid - The White Stripes",0,2005,2855807,0.0863,0.481,157560,0.645,6.2e-06,"10",0.332,-8.535,"0",151.307,"4",0.612
"589","Another Celebration at the End of the World - Mammoth WVH",0,2023,87041,1.66e-05,0.428,275827,0.953,0.778,"2",0.154,-5.687,"1",190.16,"4",0.385
"590","Rosyln - St. Vincent",0,2009,804933,0.971,0.329,289560,0.277,0.024,"10",0.0971,-13.111,"0",159.719,"3",0.121
"591","You Learn - 2015 Remaster - Alanis Morissette",0,1995,2535001,0.00415,0.401,239640,0.706,0,"8",0.0916,-7.554,"1",168.669,"4",0.458
"592","Shake It Out - Florence + The Machine",0,2011,6399322,0.0104,0.527,277720,0.804,0,"10",0.105,-4.168,"1",107.486,"4",0.221
"593","Natural Born Killer - Highly Suspect",0,2022,568507,0.00169,0.202,196136,0.742,0.000483,"0",0.128,-5.29,"1",194.876,"3",0.155
"594","My Name Is Jonas - Weezer",0,1994,3108370,0.00021,0.295,204293,0.94,0.00106,"11",0.276,-5.247,"1",186.186,"3",0.58
"595","Mississippi Phone Booth - John Hiatt",0,2021,202880,0.334,0.539,186430,0.591,0.00387,"9",0.115,-8.505,"1",178.251,"4",0.641
"596","Meet Virginia - Train",0,1998,4293620,0.0863,0.675,239933,0.553,7.58e-06,"7",0.118,-7.775,"1",90.02,"4",0.594
"597","Live Forever - Lucinda Williams",0,2022,227267,0.322,0.529,180135,0.562,0.000806,"7",0.0863,-9.344,"1",105.257,"4",0.488
"598","UNDERWATER BOI - Turnstile",0,2021,416334,0.0294,0.699,184944,0.881,0.111,"2",0.0842,-6.198,"1",131.037,"4",0.297
"599","Birthday - Meredith Brooks",0,1997,117460,0.0192,0.728,196267,0.87,6.81e-06,"2",0.072,-4.997,"1",110.142,"4",0.903
"600","Righteously - Lucinda Williams",0,2003,227267,0.0802,0.681,278267,0.484,0.00369,"7",0.21,-9.775,"1",102.315,"4",0.652
"601","Wild (feat. Gary Clark Jr.) - Gary Clark Jr.",0,2020,868777,0.036,0.557,196907,0.585,0,"8",0.176,-6.201,"1",63.392,"4",0.305
"602","Keep Moving - Jungle",0,2021,886702,0.179,0.723,240880,0.604,0.000463,"10",0.0939,-6.254,"0",111.497,"4",0.562
"603","Four Kinds of Horses - Bright-Side Mix - Peter Gabriel",0,2023,1534859,0.307,0.567,407027,0.571,0.0971,"10",0.103,-7.296,"0",145.906,"4",0.337
"604","Wonderwall - Ryan Adams",0,2004,560455,0.828,0.321,248280,0.22,0.00398,"7",0.0873,-12.608,"0",157.037,"4",0.301
"605","Let It Go - James Bay Spotify Session 2015 - James Bay",0,2015,3902405,0.891,0.499,285867,0.21,1.17e-05,"1",0.726,-9.122,"1",140.23,"3",0.39
"606","Madman's Eyes - Dave Matthews Band",0,2023,1879861,0.216,0.558,288720,0.803,0.000525,"9",0.078,-7.177,"1",135.058,"3",0.323
"607","Weird Fishes/ Arpeggi - Radiohead",0,2007,8278013,0.772,0.531,318187,0.61,0.756,"11",0.0908,-8.025,"0",152.958,"4",0.199
"608","Holiday - Vampire Weekend",0,2010,1856043,0.023,0.715,138293,0.769,0.000732,"2",0.127,-5.24,"1",155.827,"4",0.891
"609","Call Me Little Sunshine - Ghost",0,2022,2447436,0.000674,0.566,284267,0.871,0.00144,"5",0.107,-4.833,"1",88.012,"4",0.41
"610","Believe - Mumford & Sons",0,2015,6495182,0.0242,0.359,221040,0.622,0.0654,"11",0.223,-7.476,"0",113.852,"4",0.398
"611","Wild Love - Acoustic - James Bay",0,2018,3902405,0.844,0.519,189147,0.407,0,"11",0.101,-7.682,"0",139.954,"4",0.515
"612","Come In, Come On - Velvet Revolver",0,2005,1430572,0.000125,0.509,239120,0.932,7.31e-05,"3",0.207,-6.925,"1",136.918,"4",0.531
"613","Unbelievers - Vampire Weekend",0,2013,1856043,0.149,0.644,202667,0.811,0.000473,"11",0.17,-7.774,"1",154.909,"4",0.817
"614","Sleep to Dream - Fiona Apple",0,1996,1197111,0.0301,0.725,248560,0.575,4.84e-05,"2",0.136,-9.769,"1",144.157,"4",0.757
"615","Okie From Muskogee - Live - Lucinda Williams",0,2020,227267,0.322,0.309,95747,0.928,0.00197,"11",0.984,-6.886,"1",74.272,"4",0.513
"616","New Person, Same Old Mistakes - Tame Impala",0,2015,6574223,0.272,0.47,363240,0.809,0.00671,"8",0.0491,-6.74,"1",151.836,"4",0.49
"617","History - Remastered 2016 - The Verve",0,1995,2133985,0.105,0.338,326093,0.638,0,"2",0.102,-7.989,"1",133.99,"4",0.113
"618","Sunflower (feat. Steve Lacy) - Vampire Weekend",0,2019,1856043,0.406,0.863,137600,0.576,0.00824,"8",0.141,-5.691,"1",100.03,"4",0.932
"619","Daughter - Remastered - Pearl Jam",0,1993,8234883,0.00746,0.615,234333,0.702,0.00431,"7",0.0608,-9.686,"1",96.987,"4",0.734
"620","FLY AGAIN - Turnstile",0,2021,416334,0.00134,0.357,151866,0.867,0.0243,"4",0.148,-5.152,"1",81.045,"4",0.489
"621","Hang On Me - St. Vincent",0,2017,804933,0.0906,0.539,168787,0.487,0.522,"5",0.107,-10.307,"0",86.1,"4",0.336
"622","Schism - TOOL",0,2001,3164317,0.0012,0.567,403533,0.714,0.417,"9",0.186,-8.512,"0",107.441,"3",0.191
"623","About A Girl - Nirvana",0,2002,17674332,1.87e-05,0.409,166640,0.932,1.6e-06,"11",0.31,-4.538,"0",131.761,"4",0.591
"624","Babel - Mumford & Sons",0,2012,6495182,0.0262,0.406,208933,0.812,0.000228,"2",0.0787,-6.13,"1",81.374,"4",0.648
"625","Kiss The Go-Goat - Ghost",0,2019,2447436,0.000213,0.469,195694,0.851,7.86e-06,"10",0.154,-4.147,"1",130.053,"4",0.549
"626","Married With Children - Remastered - Oasis",0,1994,8744140,0.787,0.588,195000,0.435,0,"4",0.0801,-10.845,"1",88.068,"4",0.305
"627","Doubt - Twenty One Pilots",0,2015,23703309,0.121,0.719,191493,0.645,0.00316,"2",0.362,-6.141,"0",123.02,"4",0.69
"628","Like a Pastime - Mammoth WVH",0,2023,87041,7.37e-06,0.463,225556,0.935,0.854,"9",0.0989,-6.4,"1",145.089,"4",0.426
"629","March Of The Pigs - Nine Inch Nails",0,1994,2320669,0.0278,0.511,178640,0.867,0.113,"2",0.0855,-7.411,"1",134.472,"1",0.0722
"630","Pain - The War On Drugs",0,2017,883576,0.00387,0.523,330760,0.833,0.000339,"7",0.0841,-4.374,"0",115.975,"4",0.482
"631","Low Down Rolling Stone - Gary Clark Jr.",0,2019,868777,0.00738,0.337,258200,0.809,0.000272,"0",0.319,-2.969,"0",145.879,"4",0.319
"632","Savior Complex - Phoebe Bridgers",0,2020,1775452,0.931,0.377,241640,0.44,0.0196,"4",0.105,-11.878,"1",128.999,"3",0.224
"633","LosT - Bring Me The Horizon",0,2023,4856358,0.000285,0.396,205368,0.939,0,"9",0.212,-3.155,"0",185.081,"4",0.39
"634","Weak - AJR",0,2017,2923531,0.118,0.67,201159,0.643,0,"5",0.192,-4.553,"1",123.979,"4",0.703
"635","Change the World - Eric Clapton",0,1999,5388584,0.491,0.721,234867,0.558,0.00538,"9",0.181,-8.8,"1",96.895,"4",0.542
"636","Dominoes - Jungle",0,2023,886702,0.113,0.689,177521,0.952,0.78,"2",0.298,-5.249,"0",107.978,"4",0.415
"637","Where Are You Going - Dave Matthews Band",0,2002,1879861,0.5,0.444,231867,0.583,0.15,"7",0.105,-8.121,"1",97.492,"4",0.258
"638","Polar Opposites - Modest Mouse",0,1997,1382899,0.129,0.478,209960,0.552,0.169,"2",0.103,-6.46,"1",176.156,"4",0.886
"639","Bang! - AJR",0,2021,2923531,0.0183,0.74,170858,0.517,0,"1",0.0558,-6.233,"0",139.917,"4",0.698
"640","Closer To You - The Wallflowers",0,2002,760376,0.423,0.581,197400,0.54,0.249,"7",0.0982,-9.445,"1",93.912,"4",0.589
"641","Heavy Soul - The Black Keys",0,2002,3867868,0.53,0.431,128893,0.617,0.00553,"0",0.122,-3.125,"0",98.167,"4",0.873
"642","Boulevard of Broken Dreams - Green Day",0,2017,14066349,0.00552,0.496,262333,0.682,2.94e-05,"8",0.0589,-4.095,"1",167.06,"4",0.474
"643","Open Your Eyes - Snow Patrol",0,2006,2831564,0.000722,0.526,341280,0.785,0.00174,"7",0.1,-6.334,"1",130.961,"4",0.0621
"644","Crowded Table - Brandi Carlile",0,2019,739540,0.203,0.559,209907,0.562,9.48e-06,"11",0.17,-5.674,"1",132.062,"4",0.428
"645","New York - St. Vincent",0,2017,804933,0.892,0.373,154960,0.449,1.26e-05,"10",0.175,-11.646,"1",137.866,"4",0.327
"646","High Enough - Slowed - K.Flay",0,2021,525860,0.00939,0.388,201432,0.631,0.00474,"4",0.372,-6.328,"0",112.033,"3",0.276
"647","Digital Witness - St. Vincent",0,2014,804933,0.00904,0.782,202000,0.444,0.0101,"5",0.0887,-7.081,"1",104.975,"4",0.882
"648","Space And Time - The Verve",0,1997,2133985,0.0419,0.21,336640,0.723,0.00457,"2",0.138,-8.803,"1",165.495,"4",0.326
"649","The Bucket - Kings of Leon",0,2005,5220652,0.0789,0.494,175547,0.637,2.77e-05,"0",0.215,-6.004,"1",140.034,"4",0.175
"650","Waste A Moment - Kings of Leon",0,2016,5220652,0.000861,0.436,183093,0.85,0.74,"2",0.128,-4.86,"1",152.644,"4",0.537
"651","Eventually - Tame Impala",0,2015,6574223,0.0158,0.424,318591,0.615,0.000389,"9",0.0844,-6.217,"0",77.935,"4",0.155
"652","Learn to Fly - Foo Fighters",0,1999,10992790,1.83e-05,0.465,235293,0.919,2.07e-05,"4",0.262,-4.025,"1",135.997,"4",0.537
"653","Loser - Beck",0,1994,1437831,0.0337,0.654,235000,0.611,0.000178,"2",0.405,-10.45,"1",85.387,"4",0.786
"654","The President Has A Sex Tape - K.Flay",0,2017,525860,0.0332,0.726,171680,0.63,0.0961,"6",0.159,-5.395,"0",122.043,"4",0.652
"655","Blow Up The Outside World - Soundgarden",0,1996,4010341,0.000807,0.33,345667,0.529,0.214,"9",0.126,-10.043,"1",140.156,"4",0.148
"656","Stay High again.. (Fred again.. & Joy Anonymous Version) - Brittany Howard",0,2021,200535,0.0286,0.641,260838,0.924,0.00212,"11",0.185,-5.952,"1",127.984,"4",0.516
"657","Busy Earnin' - Jungle",0,2014,886702,0.209,0.552,181773,0.883,4.91e-06,"10",0.0912,-5.61,"0",99.967,"4",0.745
"658","He Loves Me - Brittany Howard",0,2019,200535,0.438,0.632,151693,0.706,1.95e-05,"11",0.14,-7.515,"0",71.001,"4",0.513
"659","Everlong - Foo Fighters",0,1997,10992790,5.99e-05,0.413,250547,0.881,0.000308,"11",0.0805,-5.541,"0",158.066,"4",0.364
"660","I Don't Live Here Anymore (feat. Lucius) - The War On Drugs",0,2021,883576,0.00327,0.476,327547,0.867,3.42e-06,"5",0.0962,-3.982,"1",110.026,"4",0.466
"661","Ice Cold - Highly Suspect",0,2022,568507,0.00617,0.245,207139,0.931,3.13e-06,"9",0.0773,-5.887,"0",164.956,"3",0.655
"662","Stand By Me - Remastered - Oasis",0,1997,8744140,0.0864,0.194,355867,0.825,0.00284,"7",0.182,-2.605,"1",169.974,"4",0.35
"663","Come To My Window - Single Edit - Melissa Etheridge",0,2005,432743,0.0706,0.5,215827,0.821,3.1e-05,"7",0.115,-5.871,"1",97.137,"4",0.633
"664","Undone - The Sweater Song - Weezer",0,1994,3108370,0.00114,0.457,305533,0.618,0.00257,"6",0.0679,-6.682,"1",80.184,"4",0.579
"665","Lithium - Evanescence",0,2006,3873075,0.214,0.483,224107,0.631,0,"10",0.0974,-3.826,"0",117.988,"4",0.212
"666","Mantra - Dave Grohl",0,2013,211018,0.0237,0.564,463333,0.664,0.0144,"9",0.103,-6.604,"1",123.953,"4",0.899
"667","The Man - The Killers",0,2017,6998448,0.0737,0.606,250093,0.942,2.23e-06,"6",0.0709,-2.598,"0",106.02,"4",0.519
"668","Hail to the King - Avenged Sevenfold",0,2013,6262809,0.000297,0.58,305907,0.916,0.0259,"3",0.126,-4.358,"0",118.004,"4",0.683
"669","I Don't Wanna Stop - Ozzy Osbourne",0,2007,4802169,0.000963,0.578,239827,0.937,2.25e-06,"5",0.4,-3.926,"1",137.937,"4",0.769
"670","Garden Song - Phoebe Bridgers",0,2020,1775452,0.856,0.426,219682,0.274,0.00658,"0",0.111,-16.649,"1",100.255,"4",0.169
"671","Malibu - Hole",0,1998,1005549,0.000833,0.528,230040,0.904,0,"2",0.174,-5.854,"1",122.372,"4",0.678
"672","The Good Part - AJR",0,2017,2923531,0.0866,0.491,227267,0.48,3.2e-05,"2",0.382,-3.568,"0",92.919,"4",0.552
"673","Car Radio - Twenty One Pilots",0,2013,23703309,0.098,0.766,267720,0.519,0,"9",0.0855,-7.355,"0",129.972,"4",0.612
"674","Watched You Fall - Meredith Brooks",0,1997,117460,0.79,0.502,291867,0.391,0.00719,"4",0.0989,-9.464,"1",94.202,"4",0.424
"675","Giver - K.Flay",0,2017,525860,0.0042,0.493,214147,0.606,0.0104,"5",0.0679,-4.437,"0",175.896,"4",0.573
"676","sTraNgeRs - Bring Me The Horizon",0,2022,4856358,0.000231,0.346,195748,0.939,0,"5",0.433,-3.061,"1",183.147,"3",0.526
"677","Set The Fire To The Third Bar - Snow Patrol",0,2006,2831564,0.537,0.547,203613,0.368,0,"11",0.0955,-7.053,"0",96.05,"4",0.367
"678","Dumb - Nirvana",0,1993,17674332,0.428,0.697,151893,0.395,0.653,"6",0.173,-13.58,"1",113.589,"4",0.876
"679","Thinking About You - Beck",0,2023,1437831,0.83,0.553,217464,0.356,0.31,"7",0.14,-9.022,"1",125.677,"3",0.382
"680","Paper Thin Walls - Modest Mouse",0,2000,1382899,0.0775,0.588,181267,0.793,8.43e-05,"11",0.133,-5.77,"0",126.67,"4",0.682
"681","Borderline - Tame Impala",0,2020,6574223,0.0406,0.621,237800,0.873,9.1e-06,"5",0.0824,-3.067,"0",97.96,"4",0.873
"682","Somebody Else - The 1975",0,2016,6713807,0.195,0.61,347520,0.788,0.0142,"0",0.153,-5.724,"1",101.045,"4",0.472
"683","Right on Time - Brandi Carlile",0,2021,739540,0.626,0.419,185228,0.269,1.83e-05,"7",0.116,-9.388,"1",121.695,"4",0.152
"684","MYSTERY - Turnstile",0,2021,416334,0.00374,0.403,155200,0.892,0.0113,"0",0.882,-6.244,"1",163.991,"4",0.185
"685","Under The Pressure - The War On Drugs",0,2014,883576,0.309,0.324,532307,0.71,0.173,"6",0.132,-6.545,"1",134.385,"4",0.195
"686","Lampshades on Fire - Modest Mouse",0,2015,1382899,0.156,0.659,187720,0.906,3.27e-06,"7",0.105,-3.906,"0",94.997,"4",0.792
"687","Sober Up (feat. Rivers Cuomo) - AJR",0,2017,2923531,0.284,0.648,218763,0.62,0,"5",0.0833,-4.938,"1",93.011,"4",0.772
"688","She Builds Quick Machines - Velvet Revolver",0,2007,1430572,0.000193,0.333,242440,0.883,0.259,"0",0.313,-4.486,"1",148.818,"4",0.673
"689","Elderly Woman Behind the Counter in a Small Town - Remastered - Pearl Jam",0,1993,8234883,0.0519,0.281,196187,0.493,9.15e-06,"7",0.101,-9.461,"1",60.772,"4",0.167
"690","Gold on the Ceiling - The Black Keys",0,2011,3867868,0.00772,0.505,224333,0.833,7.9e-05,"0",0.069,-4.632,"1",130.121,"4",0.565
"691","ALIEN LOVE CALL - Turnstile",0,2021,416334,0.00282,0.548,176003,0.401,0.0078,"1",0.184,-9.376,"0",126.041,"4",0.0732
"692","What Would Happen - Meredith Brooks",0,1997,117460,0.616,0.709,317267,0.444,0.00597,"6",0.0382,-9.291,"0",100.299,"4",0.622
"693","The World At Large - Modest Mouse",0,2004,1382899,0.0961,0.523,272507,0.477,0.000106,"6",0.101,-9.076,"1",76.973,"4",0.249
"694","Pepper - Death Cab for Cutie",0,2022,1472671,0.0236,0.79,168187,0.737,0.0149,"8",0.114,-7.92,"1",119.001,"4",0.693
"695","Vegas - Big Thief",0,2016,565534,0.233,0.608,139256,0.631,0.614,"9",0.124,-7.891,"1",127.816,"4",0.583
"696","I Don't Want To Miss A Thing - From ""Armageddon"" Soundtrack - Aerosmith",0,1998,13501836,0.172,0.39,299723,0.649,0,"2",0.216,-5.163,"1",121.161,"4",0.144
"697","Asking For It - Hole",0,1994,1005549,0.018,0.445,209400,0.626,0.000605,"0",0.0858,-8.696,"1",122.385,"4",0.307
"698","Car Wheels On A Gravel Road - Lucinda Williams",0,1998,227267,0.0764,0.633,284560,0.553,0,"11",0.0817,-6.983,"1",98.87,"4",0.643
"699","Sleepwalker - The Wallflowers",0,2000,760376,0.000697,0.534,211027,0.892,0,"4",0.109,-5.04,"0",128.834,"4",0.749
"700","Voodoo - Godsmack",0,1998,2965069,0.17,0.778,282653,0.613,2.56e-06,"10",0.102,-9.897,"0",120.005,"4",0.853
"701","The Dumb Song - AJR",0,2023,2923531,0.118,0.513,226251,0.689,0,"0",0.147,-5.369,"1",170.832,"4",0.716
"702","The Hand That Feeds - Nine Inch Nails",0,2005,2320669,0.0172,0.587,211680,0.99,0.000668,"0",0.104,-4.496,"1",127.992,"4",0.486
"703","My Own Prison - Creed",0,1997,2952659,0.0277,0.505,298800,0.778,0.00275,"10",0.115,-4.778,"1",140.493,"4",0.284
"704","3AM - Matchbox Twenty",0,1996,2350118,0.00573,0.521,225947,0.673,0,"8",0.12,-8.685,"1",108.031,"4",0.543
"705","All These Things That I've Done - The Killers",0,2004,6998448,0.00245,0.539,301867,0.702,2.37e-05,"6",0.117,-7.291,"1",118.106,"4",0.206
"706","Dramamine - Modest Mouse",0,1996,1382899,0.326,0.378,342000,0.736,0.105,"4",0.107,-9.438,"0",182.672,"3",0.796
"707","Motion Sickness - Phoebe Bridgers",0,2017,1775452,0.774,0.651,229760,0.546,0.0437,"1",0.0842,-9.021,"1",107.021,"4",0.623
"708","Little One - Highly Suspect",0,2016,568507,0.0122,0.474,241533,0.351,7.35e-06,"7",0.112,-7.533,"1",139.827,"3",0.104
"709","Canals - Highly Suspect",0,2019,568507,0.0077,0.37,273899,0.924,0,"7",0.183,-2.283,"1",159.723,"4",0.282
"710","Soul Meets Body - Death Cab for Cutie",0,2005,1472671,0.0767,0.621,229413,0.853,3.26e-06,"2",0.0893,-5.735,"0",128.142,"4",0.714
"711","Chalk Tablet Towers (feat. St Vincent) - St. Vincent",0,2020,804933,0.0259,0.69,182727,0.933,0.00181,"9",0.0571,-5.447,"0",133.008,"4",0.896
"712","6th Avenue Heartache - Radio Edit - The Wallflowers",0,1996,760376,0.0639,0.45,266533,0.848,0.000314,"5",0.319,-6.288,"1",150.068,"4",0.548
"713","Step - Vampire Weekend",0,2013,1856043,0.605,0.621,251627,0.713,8.28e-06,"10",0.103,-7.226,"1",78.022,"4",0.609
"714","She's Electric - Remastered - Oasis",0,1995,8744140,0.146,0.484,220920,0.905,1.13e-06,"9",0.24,-3.506,"1",125.414,"4",0.486
"715","Under Your Scars - Godsmack",0,2018,2965069,0.0568,0.252,231118,0.764,1.77e-06,"11",0.122,-4.153,"0",165.358,"4",0.219
"716","New Gold (feat. Tame Impala and Bootie Brown) - Tame Impala",0,2023,6574223,0.0425,0.695,215150,0.923,0.0469,"1",0.116,-3.93,"0",108.014,"3",0.551
"717","Amazing - Aerosmith",0,1993,13501836,0.0495,0.305,355915,0.803,0.000315,"0",0.329,-4.668,"1",139.381,"4",0.282
"718","You and Me On The Rock (feat. Lucius) - Brandi Carlile",0,2021,739540,0.15,0.568,230098,0.686,1.81e-06,"1",0.0881,-6.635,"1",172.075,"4",0.725
"719","Let It Roll - Velvet Revolver",0,2007,1430572,2.08e-05,0.237,152440,0.976,0.512,"4",0.364,-4.348,"0",207.529,"4",0.429
"720","No More Lies - Tame Impala",0,2023,6574223,0.0921,0.602,327218,0.835,6.43e-05,"10",0.138,-4.573,"0",97.992,"4",0.496
"721","Karma Police - Radiohead",0,1997,8278013,0.0638,0.36,264067,0.501,9.32e-05,"7",0.172,-9.129,"1",74.807,"4",0.324
"722","Bluebird - 2018 Remaster - Neil Young",0,2018,2756298,0.566,0.476,269840,0.404,0.0112,"7",0.132,-16.153,"1",123.018,"4",0.295
"723","Otherside - Red Hot Chili Peppers",0,1999,19718671,0.00316,0.458,255373,0.795,0.000202,"0",0.0756,-3.265,"1",123.229,"4",0.513
"724","Grey Street - Dave Matthews Band",0,2002,1879861,0.155,0.527,306347,0.908,8.89e-05,"11",0.581,-5.105,"0",99.482,"4",0.893
"725","The Space Between - Dave Matthews Band",0,2001,1879861,0.0471,0.406,242000,0.73,0,"9",0.229,-6.278,"1",170.032,"4",0.207
"726","Vicarious - TOOL",0,2006,3164317,5.16e-05,0.506,426680,0.877,0.776,"0",0.0712,-5.73,"1",114.589,"5",0.302
"727","Call Me When You're Sober - Evanescence",0,2006,3873075,0.00193,0.45,214707,0.883,0,"7",0.293,-4.094,"1",93.41,"4",0.328
"728","Bloodfeather - Highly Suspect",0,2015,568507,0.000383,0.547,234093,0.792,0.000259,"9",0.106,-5.645,"0",97.998,"4",0.395
"729","Times Like These - Foo Fighters",0,2002,10992790,1.4e-05,0.376,265560,0.908,1.4e-05,"4",0.241,-3.793,"0",144.581,"4",0.266
"730","Everybody Knows - Ryan Adams",0,2007,560455,0.0573,0.535,145133,0.544,2.97e-05,"10",0.297,-6.071,"1",153.556,"4",0.417
"731","DON'T PLAY - Turnstile",0,2021,416334,1.9e-05,0.543,133353,0.948,0.144,"7",0.196,-3.841,"1",117.998,"4",0.642
"732","The Man That Never Was - from ""Sound City"" - Original Soundtrack - Pat Smear",0,2013,2597,0.000637,0.419,204213,0.881,5.97e-05,"9",0.299,-4.191,"1",181.901,"4",0.742
"733","The Man That Never Was - from ""Sound City"" - Original Soundtrack - Dave Grohl",0,2013,211018,0.000637,0.419,204213,0.881,5.97e-05,"9",0.299,-4.191,"1",181.901,"4",0.742
"734","Forty Six & 2 - TOOL",0,1996,3164317,0.00152,0.375,363067,0.682,0.598,"0",0.0897,-6.898,"0",159.23,"4",0.396
"735","Unwell - Matchbox Twenty",0,2002,2350118,0.0298,0.256,228707,0.788,0,"6",0.707,-5.263,"0",80.718,"4",0.429
"736","PROBLEMZ - Jungle",0,2022,886702,0.0673,0.669,183191,0.706,0.00473,"4",0.548,-5.231,"0",110.025,"4",0.473
